job_no,job_slug,salary_low_list,salary_high_list,desc_snippet,detail_fetched,job_name,cust_name,cust_url,appear_date,industry,employees,china_corp,job_description,job_category,salary,salary_min,salary_max,address_region,address_detail,landmark,need_emp,manage_resp,business_trip,work_shift,work_period_note,vacation_policy,start_working_day,accept_role,work_exp,edu,major,language,local_language,specialty,skill,certificate,driver_license,other_condition,group,desc_len,has_language,has_major,has_skill
14508705,8myzl,0,0,"羽筑空間設計 2026 暑期實習，提供親身體驗、實際操作的學習環境，深入了解設計師的工作！這不只是實習，更是一場全方位職業探索——

【實習資訊】
日期：2026/06/29 - 2026/08/21
時間：週一 至 週五 09:30 - 18:",True,新竹店－暑期實習生,羽筑空間設計工程行,https://www.104.com.tw/company/1a2x6bix6l,2026/05/21,建物裝修及裝潢業,48人,False,"羽筑空間設計 2026 暑期實習，提供親身體驗、實際操作的學習環境，深入了解設計師的工作！這不只是實習，更是一場全方位職業探索——

【實習資訊】
日期：2026/06/29 - 2026/08/21
時間：週一 至 週五 09:30 - 18:30 共320小時
招募對象：大三以上在學學生 (含碩士班)

【應徵條件】
-就讀於室內設計、建築、景觀相關科系
-能操作AutoCad

【其他說明】
-可配合學校實習計畫，履歷中請註明相關資訊
-實習結訓提供證明書，畢業後有職缺將優先考慮
-自備交通工具、筆電、工程筆、比例尺及相關文具


這是充滿探索、學習與成長的機會
我們誠摯期待並歡迎貴校學生的加入，與我們一同實現設計夢想！","室內設計助理, 實習生／工讀生, 設計助理",待遇面議,0,0,新竹縣竹北市,環北路二段34-5號,,4~8人,不需負擔管理責任,無需出差外派,日班,09:30-18:30,週休二日,不限,"日間就讀中, 夜間就讀中, 學生實習",不拘,專科、大學、碩士,,,,"Excel, AutoCAD, PowerPoint, Sketch up",,,,,mianyi,317,0,0,0
15197373,91qd9,32900,9999999,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★",True,【Y2026暑期實習】CR2121-Switch系統硬體測試 暑期+學期實習生,啟碁科技股份有限公司,https://www.104.com.tw/company/18posm48,2026/05/19,通訊機械器材相關業,10200人,False,"★2026年啟碁科技暑期實習
歡迎欲加入尖端通訊技術產業(5G/6G、AI、車用電子、低軌衛星、寬頻、多媒體、無線通訊以及IoT各技術領域)行列的您，在今年暑假一同加入我們！讓理論至實務的探索/學習/實踐過程，接軌未來職涯，養成職場即戰力！

★實習期間：2026/7/6~2027/6/30

★實習時間：週一~五/全工時

★實習條件 ：
1. 升大四、升碩一、升碩二之電子/電機/通訊.電信/光電/資工/應數之在學生
2. 可配合全時暑期實習，非寒暑期間每周至少2天

★實習工作內容職掌 ：
1. 負責Enterprise & Data Center Switch 的硬體系統功能測試（HW System Test）。
2. 執行並學習核心硬體測試項目（4 Corner / Power Cycle / Cable Length / PSE Conformance / 2nd Source Test）。
3. 學習架設測試環境、研讀 Spec、撰寫測試計畫（Test Plan）。
4. 使用 Python / Keysight 工具編寫自動化測試程式。
5. 執行整機測試把關產品品質，滿足客戶規範，並協助 HW RD 釐清與追蹤 Hardware Bug。

★其它：
實習期間需全程參與相關實習活動及安排，表現優秀者有機會正職任用/預聘。","硬體測試工程師, 電信／通訊系統工程師, 測試人員","月薪32,900元以上",32900,9999999,新竹市,園區二路20號(新竹科學工業園區),,1~2人,不需負擔管理責任,無需出差外派,日班,,依公司規定,一個月內,學生實習,不拘,大學、碩士,"電機電子工程相關, 光電工程相關",英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,,"1.實務經驗：累積高階 Switch / 網通產業的第一線實務經驗。
2.技術視野：了解Data Center 與企業級 Switch 的規格差異與最新網通架構。
3.自動化實力：專人教導使用 Python與Keysight工具編寫硬體自動化測試程式。",high,577,1,1,0
15172954,917iy,32000,34000,"● 實習內容: 實務運作、專屬訓練課程及專案報告，表現優異者畢業後優先聘用。
● 實習期間: 2026/7/2-2026/08/31，週一到週五，為期兩個月。
● 實習對象: 碩二及大四在校生尤佳",True,【2026暑期實習】保戶服務部實習生,(總公司)南山人壽保險股份有限公司,https://www.104.com.tw/company/59glysw,2026/05/19,人身保險業,4000人,False,"● 實習內容: 實務運作、專屬訓練課程及專案報告，表現優異者畢業後優先聘用。
● 實習期間: 2026/7/2-2026/08/31，週一到週五，為期兩個月。
● 實習對象: 碩二及大四在校生尤佳",其他客服人員,"月薪32,000~34,000元",32000,34000,台北市信義區,莊敬路168號,距捷運台北101/世貿站約220公尺,1~2人,不需負擔管理責任,無需出差外派,日班,08:30~17:00,週休二日,不限,學生實習,不拘,大學、碩士,,英文（聽:略懂/說:略懂/讀:略懂/寫:略懂）,,"Excel, Outlook, PowerPoint, Word",,,,"●具責任心、勇與任事的積極態度及主動學習能力。
●樂於接受挑戰，具溝通協調能力。",high,98,1,0,0
14563071,8o4xr,29500,29500,"2026年中華汽車暑期實習開跑囉~
實習期間為7/1~8/31 08:00~17:00 週一到週五

<職缺一>
1.雲端數據應用，針對數據雲如何應用於車輛產業之產業資訊蒐集彙整。
2.雲端智能診斷應用、診斷儀AI智慧化趨勢發展Study。
3.",True,2026年中華汽車暑期實習【前瞻技術類】（實習期間兩個月）,中華汽車工業股份有限公司楊梅廠,https://www.104.com.tw/company/k2edtx4,2026/05/21,汽車及其零件製造業,2100人,False,"2026年中華汽車暑期實習開跑囉~
實習期間為7/1~8/31 08:00~17:00 週一到週五

<職缺一>
1.雲端數據應用，針對數據雲如何應用於車輛產業之產業資訊蒐集彙整。
2.雲端智能診斷應用、診斷儀AI智慧化趨勢發展Study。
3.大數據蒐集、檢索、分析、應用等各面向數據類技術Study。

<職缺二>
1. 車用 E/E 架構與 CAN 網路基礎理解
2. CAN 訊號解析與 DBC 文件實務
3. CAN 網路實務操作、通訊分析與工具開發，培養對車用網路通訊的完整理解與基礎實戰能力。

<職缺三>
1.資訊安全(CyberSecurity)相關技術應用與發展趨勢Study。
2. EU R155/R156、ISO21434、ISO24089、ISO27001等相關規範標準趨勢研究。
3. 協助全球R157 ADAS/Autopilot發展趨勢調研；相關商品之技術或式樣資料蒐集彙整。
4. 協助世界各車廠之智慧座艙與車主APP之 UI/UX 設計趨勢調研，及其商品化資料蒐集彙整。",實習生／工讀生,"月薪29,500元",29500,29500,桃園市楊梅區,秀才里秀才路618號,,3~4人,不需負擔管理責任,無需出差外派,日班,08:00~17:00,依公司規定,不限,"應屆畢業生, 日間就讀中, 學生實習",不拘,大學以上,"電機電子工程相關, 機械工程相關",,,"Python, Adobe Photoshop, Illustrator",,,, ,basic,454,0,1,0
15063645,8yv6l,34000,34000,"提供FMCG產業最直接的職場體驗，驗證所學與應用的最好環境，
歡迎利用今年暑假加入味全，給自己一個提早接觸專業領域的職場實習機會！

【實習基本資訊】
★ 實習期間：2026/7/1(三)至2026/8/31(一)，共2個月 
★ 實習時間：週一",True,【2026 味全暑期實習計畫】食品研發類_實習生投遞專區,味全食品工業股份有限公司,https://www.104.com.tw/company/57o6s28,2026/05/20,乳品製造業,1450人,False,"提供FMCG產業最直接的職場體驗，驗證所學與應用的最好環境，
歡迎利用今年暑假加入味全，給自己一個提早接觸專業領域的職場實習機會！

【實習基本資訊】
★ 實習期間：2026/7/1(三)至2026/8/31(一)，共2個月 
★ 實習時間：週一~週五，08:30~17:30
★ 實習條件：碩一升碩二(不含在職專班)、大四升碩一之在學學生
★ 實習地點：味全台北總公司

【實習職缺】
此實習機會為食品研發類別，將分發至味全公司中研所的研發單位實習。

【實習內容】
★ 實際參與公司專案，培養實用職能
★ 公司介紹與實地參訪
★ 職場導師帶領
★ 實習成果發表會，由高階主管親自參與，聽取實習生簡報與交流。

【履歷投遞】
★ 開放投遞期間：即日起至2026/4/26
★ 投遞管道：
    請直接於104人力銀行投遞履歷
    
【招募流程】
共分為三階段：
第一階段：書面履歷篩選
依據提供的履歷資料進行篩選。請務必提供充分的學習經歷、自傳，並可以附檔資料，以完整呈現您的學習心得與成果。

第二階段：人資面談
通過第一階段者，將依序通知並安排與人資面談。(視訊為主)

第三階段：主管面試
通過第二階段者，安排與單位主管面談並進行個人簡報。

【錄取通知】
預計於6月上旬由HR正式通知。",食品研發人員,"月薪34,000元",34000,34000,新北市汐止區,新北市汐止區新台五路一段108號23樓(東方科學園區B棟),,1~2人,不需負擔管理責任,需出差，一年累積時間未定,日班,08:30~17:30,週休二日,不限,學生實習,不拘,碩士,"食品科學相關, 化學相關, 農林漁牧學科類",英文（聽:中等/說:中等/讀:中等/寫:中等）,,,"食品衛生相關法令, 食品加工相關知識, 食品包裝作業, 食品研發技術, 食品原料蒐集分析",,,"1. 有高度興趣投入FMCG產業
2. 積極主動，對未來職涯有企圖
3. 具問題分析及解決能力、樂於團隊合作",high,551,1,1,1
15069465,8yzo9,50000,9999999,"★線上投遞實習履歷→ https://corningjobs.corning.com/job-invite/71135/
【將於三月中陸續聯絡安排面試】

★各校博覽會資訊:
台灣大學｜ 3/7 (六) 9:30-16:30｜椰林大道 攤位47、",True,2026 Corning Summer Internship Engineering Program 康寧暑期實習計劃 - 工程類(設備整合相關),台灣康寧顯示玻璃股份有限公司,https://www.104.com.tw/company/20kl6co,2026/05/20,玻璃及玻璃製品製造業,暫不提供,False,"★線上投遞實習履歷→ https://corningjobs.corning.com/job-invite/71135/
【將於三月中陸續聯絡安排面試】

★各校博覽會資訊:
台灣大學｜ 3/7 (六) 9:30-16:30｜椰林大道 攤位47、48
成功大學｜3/15 (日) 10:00-15:00｜中正堂 攤位83、84
清華大學｜3/21 (六) 10:00-16:00｜桌球館旁 攤位C42、C43

★各校說明會資訊:
台灣大學 ｜3/11 (三) 12:10-13:00｜米開朗基羅廳
成功大學｜3/14 (六) 15:00-15:50｜國際會議廳-第一演講室
清華大學｜3/19 (四)  13:20-14:10｜名人堂
台灣科技大學｜3/25(三) 14:20-15:10｜國際大樓202


2026 Corning Summer Internship – Engineering Program 
Corning's internship program provides an opportunity to learn on-the-job skills and gain business experience at a Fortune 500 company. Not only does our program provide a firsthand look at a career field, it provides an opportunity to network with professionals and fellow interns, strengthen academic skills, build resume credentials for future job opportunities and explore Corning's more than 170 years of history. 

Interested in a Career with Corning? APPLY now!
→ https://corningjobs.corning.com/job-invite/71135/
 
Job Title: INTERN - Manufacturing / Engineering 

Scope of Position: 
• Intern will be assigned to a department that best fit their major and background.
• Our Supervisor & Buddy will be highly involved with Intern's development and growth during the duration of our internship.
• Intern will assist engineering project leaders and team with department initiatives and projects.
• A final review and presentation will occur with senior leadership at the end of the internship. 

Project Including:

• 3D sensor integration
• Equipment Installation, Calibration & Verification
• Automated Image Acquisition Development
• Production line inspection Validation

Skills Required:

Python, Machine Learning, Image Processing, 3D Sensor Principles and Sensor Integration Knowledge, Equipment / Mechanical System Knowledge

Required Education: 

• Masters or Ph.D. degree student with expected graduation date in Sep. 2026- 2027.
• Majoring in Mechanical Engineering, Electrical Engineering related field.

Soft Skills: 

• Good English proficiency in writing, listening and speaking. 
• Strong skillset in problem solving and decision making. 
• Global mindset / Innovative / High commitment level. 
• Effective communication & presentation skills (verbal and written). 
• Ability to work on diverse project team. 
• Ability to build new business relationships. 

Location: 
• Taichung, Taiwan","品管／品保工程師, 生產設備工程師","月薪50,000元以上",50000,9999999,台中市西屯區,,,1人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,學生實習,不拘,碩士以上,"資訊工程相關, 工程學科類",英文（聽:精通/說:精通/讀:精通/寫:精通）,,Python,"建立標準生產流程, 協助改善產品良率, 影像辨識, Machine Learning",,,,high,2319,1,1,1
15071409,8z169,0,0,"【2026暑期實習計畫】
實習期間：2026/06/29~2026/08/28

【實習工作內容】
1. 協助撰寫新聞稿件
2. 協助新聞內容上稿與版面整理

【**此為暑期實習計畫，不適用公司正職福利制度**】",True,【2026暑期實習計畫】新聞編輯實習生,TVBS_聯利媒體股份有限公司,https://www.104.com.tw/company/12q975sw,2026/05/19,電視業,1400人,False,"【2026暑期實習計畫】
實習期間：2026/06/29~2026/08/28

【實習工作內容】
1. 協助撰寫新聞稿件
2. 協助新聞內容上稿與版面整理

【**此為暑期實習計畫，不適用公司正職福利制度**】","記者, 編輯",論件計酬0元,0,0,台北市內湖區,瑞光路451號,距捷運西湖站約450公尺,1~2人,,,日班,09:00-18:00,依公司規定,一個月內,學生實習,不拘,專科以上,"大眾傳播學相關, 新聞學相關",,,,,,,需具備基礎新聞概念。,piecerate,106,0,1,0
15162741,90zn9,30090,32000,"【實習內容】 
1. 基於業務單位所提出資訊需求，分析並轉化資訊系統規格書，後進行系統開發、佈署與維運
2. 導入資訊新科技與技術領域(如AI)，並實現於工作環境，優化工作流程，提高生產效率

【實習條件】 
1.學歷：大三(含)以上
2.科系：",True,[115年暑期實習] 資訊系統部數位科技處實習生(實習僅能選擇一項投遞),統一綜合證券股份有限公司,https://www.104.com.tw/company/anzi8ns,2026/05/17,證券及期貨業,1500人,False,"【實習內容】 
1. 基於業務單位所提出資訊需求，分析並轉化資訊系統規格書，後進行系統開發、佈署與維運
2. 導入資訊新科技與技術領域(如AI)，並實現於工作環境，優化工作流程，提高生產效率

【實習條件】 
1.學歷：大三(含)以上
2.科系：資訊本科系
3.技能：具主動積極、學習熱忱、溝通協調能力、團隊合作，熟悉C# 或Python程式語言能力，並檢附執行過之專題研究成果
4.加分條件：有AI相關經驗
5.可配合一年期實習者優先考量

【實習期間】
115/7/1-115/8/31 (每週一至五全天)

【實習薪資】
大學$30,090元/月、碩士$32,000元/月，含勞保勞退及團保(全天實習享伙食津貼)

【實習地點】
統一證券總公司大樓-台北市松山區東興路8號(近捷運南京三民站)","實習生／工讀生, 系統工程師","月薪30,090~32,000元",30090,32000,台北市松山區,東興路8號,距捷運南京三民站約170公尺,1~2人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,,不拘,大學、碩士,"資訊管理相關, 資訊工程相關",,,"C#, Python",,,, ,high,349,0,1,0
13882673,89jxt,0,0,"資料整理、新聞採訪、撰稿、影片剪輯、行政庶務

【請完整填寫個人履歷、提供相關個人作品，如若履歷填寫不全則不率取】
",True,暑期實習生(新媒體運營中心 娛樂新聞組),八大電視股份有限公司,https://www.104.com.tw/company/18ryaj9c,2026/05/22,電視業,320人,False,"資料整理、新聞採訪、撰稿、影片剪輯、行政庶務

【請完整填寫個人履歷、提供相關個人作品，如若履歷填寫不全則不率取】
",編輯助理,論件計酬0元,0,0,台北市內湖區,瑞光路455號,距捷運西湖站約420公尺,2人,,,日班,上滿九小時(含一小時休息時間),依公司規定,不限,學生實習,不拘,大學,"新聞學相關, 廣播電視相關, 大眾傳播學相關",,,"Excel, PowerPoint, Word, Premiere",,,,"1.基本文書處理。
2.影片剪輯。
3.對娛樂新聞有興趣者或對影片後製包裝有基礎並深具美感者。
4.實習期間:115/07/01-115/08/31(*為期兩個月*)",piecerate,58,0,1,0
14014518,8cdo6,200,200,"[2026暑期實習計畫－優先獲得畢業預聘機會]托育人員實習
我們正在尋找對幼托工作有興趣，具工作熱忱、認真負責特質之實習生，您有機會參與實習工作，獲得實務學習經驗與職場接軌，有助於您專業的養成。 
歡迎以畢業後轉正職為培訓目標的學生，一年期/半年",True,[2026暑期實習計畫－優先獲得畢業預聘機會]托育人員實習,夏綠蒂國際托嬰機構_臺南市私立夏綠蒂國際托嬰中心,https://www.104.com.tw/company/1a2x6bib8f,2026/05/22,其他教育服務業,80人,False,"[2026暑期實習計畫－優先獲得畢業預聘機會]托育人員實習
我們正在尋找對幼托工作有興趣，具工作熱忱、認真負責特質之實習生，您有機會參與實習工作，獲得實務學習經驗與職場接軌，有助於您專業的養成。 
歡迎以畢業後轉正職為培訓目標的學生，一年期/半年期-實習* 請於投遞時備註可實習時程。

實習計畫：
【2026暑期實習計畫介紹】 歡迎大三或大四幼保系學生並已考取保母證照、或高中職幼保科、高中職家政科、高中職護理科的學生加入我們的實習生計畫，在夏綠蒂實習的期間，體驗幼托的工作環境，獲得托育的知識與技巧，貼近實務工作機會，享受與正職員工同等的優渥的福利待遇，並能優先獲得畢業轉正職的預聘機會，畢業立刻就業！

【實習地點】
《機構介紹:本中心共有五個分校:》
龍山校:台南市東區龍山街57號
崇善一校:台南市東區崇善路642號
崇善二校:台南市東區崇善路646號
東智校:台南市東區東智街77號
崇學校:台南市東區崇學路203巷9號

【實習工作內容】
1.照顧0-3歲嬰幼兒
2.安排適合嬰幼兒身心發展之各種學習活動
3.維護嬰幼兒在中心內的身心健康與安全
4.嬰幼兒日常生活、飲食與健康照護
5.紀錄幼兒健康資料表
6.親職聯繫與溝通事項
7.完成班級清潔與相關行政工作
8.環境佈置及物品清潔
9.評鑑相關建檔工作

【實習員工福利】
1.獎金禮品類：全勤獎金、中秋節獎金、端午節獎金
2.保險年金類：勞保、健保、勞退提撥6％
3.制度類：升遷制度、員工在職培訓計畫
4.休假制度：每週休二日、國定假日休假、勞動節、年假特休、育嬰假
5.補助類：子女就讀優惠
6.員工旅遊：員工免費旅遊
7.員工聚餐

【從此實習可獲得甚麼】
1.實習轉正職後薪資優於公托35000元起跳
2.推薦信
3.新進人員培訓
4.穩定的工作升遷機會
5.多元包容、彈性開放的企業文化 
6.各年齡輪調培訓計劃
7.畢業後可協助轉職其他縣市

《本機構多年來榮獲多項殊榮》
2023年榮獲台南市政府頒發托嬰中心評鑑優等獎
2022年榮獲行政院環保署頒發優良及室內空氣品質標章
2019年榮獲親子天下雜誌推薦優質托育機構
2018年榮獲台南市政府頒發托嬰中心評鑑優等獎
2016年榮獲台南市政府頒發托嬰中心評鑑優等獎
2014年榮獲台南市政府頒發嬰幼兒副食品製作競賽優勝
2014年榮獲台南市政府頒發教玩具製作競賽獎
2014年榮獲台南市政府頒發優質保母獎
2013年榮獲台南市政府頒發托嬰中心評鑑優等獎
2011年榮獲台南市政府頒發托嬰中心評鑑優等獎
2008年創辦人以自己的女兒夏綠蒂為名，以「照顧自己的孩子心情為使命，用心照顧每一個寶寶」為理念開辦夏綠蒂托嬰中心

《機構介紹:本中心共有五個分校:》
龍山校:台南市東區龍山街57號
崇善一校:台南市東區崇善路642號
崇善二校:台南市東區崇善路646號
東智校:台南市東區東智街77號
崇學校:台南市東區崇學路203巷9號

《面試聯繫》
請聯繫:人事主管 0975-686-797
人力招募專用信箱：bbcarehr@gmail.com
本校的網頁www.bbcare.com.tw","教保員, 幼教班老師, 護理師及護士",時薪200元,200,200,台南市東區,東區龍山街57號、台南市東區崇善路642號、台南市東區東智街77號、台南市東區崇學路203巷9號,,1人,,,日班,08:00~18:15(輪早值07:30另有加班費),依公司規定,不限,"應屆畢業生, 夜間就讀中, 二度就業",不拘,高中以上,"學前教育相關, 兒童保育相關, 綜合家政相關",,,"Excel, PowerPoint, Word","行政事務處理, 日常生活及身體照顧, 校內環境美化與佈置, 規劃與執行教學活動, 設計規劃教材及教具, 擬訂教學計畫",,,"《證照條件》
應徵本職務需符合以下其中一項條件：（未符合者請勿應徵）
1.具有高中職嬰幼兒保育科系畢業、護理科系畢業、幼兒保育科系畢業、幼兒相關教育相關科系、家政科系(前項高中職畢業)。
2.具有保母證照者。
3.非本科系但具有保母證照（托育人員證照）。
4.護理/幼保/家政（科）（系）畢業者免保母證照。
",hourly_above,1311,0,1,1
